Postagem,Funcionalidade,Tipo,Sentimento,Intenção,Facetas de Usabilidade,Facetas de UX
Gostei muito desde aplicativo,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação/Afeto
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Me ajudou muito,,Elogio,Positiva,Visceral,,Motivação
O melhor app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom, a versão paga e muito completa",,Elogio,Positiva,Reflexiva,Satisfação; Utilidade,Satisfação
"Banco de dados bem grande, e a função de ler código de barra ajuda bastante na praticidade",Banco de dados/Ler código de barras,Elogio,Positiva,Reflexiva,Satisfação; Utilidade,Satisfação
Mto bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Melhor aplicativo do gênero,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Simplismente Perfeito!!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente!!!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito show,excelente",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente aplicação para controlar excessos e ajuda a fazer uma alimentação equilibrada,,Elogio,Positiva,Reflexiva,Satisfação; Utilidade,Satisfação
Top demais,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Melhorar a contagem de perda calórica quando se treina,Contagem de calorias gastas,Crítica,Neutra,Reflexiva,Eficácia,
Precisa de melhorias,,Sugestão,Neutra,Reflexiva,Utilidade,
Perfeito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Um ótimo aplicativo para que quer ser feliz!,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Funcional,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
O melhor App Fit que já conheci,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Me ajudou e ajuda muito no meu controle de calorias e em meu processo de emagrecimento! Perdi 11kl em 20 dias,,Elogio,Positiva,Reflexiva,,Motivação
Recomendadissimo!!!,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Ótimo aplicativo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom gostei,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Eu gostei muito do programa,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Acredito que vou emagrecer rapidinho! Incrível! Até leitor de código de barras! Muito prático,Ler código de barras,Elogio,Positiva,Reflexiva,Utilidade,
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom! Me ajuda demais,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação; Motivação
Esse APP realmente te ajuda a fazer uma dieta mais saudável e precisa,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Melhor app para contagem de calorias,Contagem de calorias,Elogio,Positiva,Reflexiva,Satisfação; Utilidade,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Simplesmente incrível, o melhor aplicativo que já baixei",,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Parabéns a todos que fazem deste aplicativo um sucesso!,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Aplicativo excelente para controle da dieta e peso,,Elogio,Positiva,Reflexiva,Utilidade,
Estou gostando de somar minhas calorias diária,Contagem de calorias,Elogio,Positiva,Reflexiva,Satisfação,Satisfação; Motivação
Aplicativo muitoooo bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom, ajuda a fazer a dieta muito bem",,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Excelente app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo aplicativo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Otimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Apesar de ser um app gratuito, tem boas funcionalidades que estão me ajudando a manter a dieta e foco",,Elogio,Positiva,Reflexiva,Satisfação; Utilidade,Satisfação
"É perfeito, pra melhorar basta fornecer as quantidades de proteína, carboidrato, gordura e fibra consumidas no dia de forma gratuita",Mostrar quantidade de nutrientes,Elogio; Sugestão,Neutra,Reflexiva,Satisfação; Utilidade,Satisfação
Muito bom mesmo!Me ajuda muito☺,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Gostei pq consigo ter um domínio de tudo que eu for comer,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Excelente!!!!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Demais! Funcional e de uso fácil,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
E o melhor: íntegra com todos os apps possíveis,Conectar com outros apps,Elogio,Positiva,Reflexiva,Utilidade,
Quase não preciso imputar nada (só refeições na verdade),,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
"Podia melhorar um pouco o design, mas isso é tudo",,Crítica,Negativa,Reflexiva,,Estética
App top,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Gostei mtooo virei Premium,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Achei ótimo! A opção de scanear o código de barras dos produtos é a melhor! :),Ler código de barras,Elogio,Positiva,Reflexiva,Satisfação; Utilidade,Satisfação
Estou adorando! Fácil de usar,,Elogio,Positiva,Reflexiva,Satisfação; Aprendizado,Satisfação
Adorei a opção macros,Contagem de macronutrientes,Elogio,Positiva,Reflexiva,Utilidade,
"Quando coloco a minha data de nascimento dá erro Fiz diversas tentativas ,mas sempre dá erro",Inserir data de nascimento,Crítica,Negativa,Reflexiva,Eficácia,
Eu dei uma estrela pq não consigo colocar minha data de nascimento!,Inserir data de nascimento,Crítica,Negativa,Reflexiva,Eficácia,
"Não está mostrando evolução de peso bug, não está importando exercícios do endomondo",Progresso/Conectar com outros apps,Crítica,Neutra,Reflexiva,Eficácia,
"Melhor que Fatsecret, tem mais alimentos cadastrados",Banco de dados,Comparação,Positiva,Reflexiva,Satisfação; Utilidade,Satisfação
Toop,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"O aplicativo é excelente, realmente nos possibilita estabelecer e realizar metas",,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
"Mas, TODAS as vezes que tento acessar ""Progresso"", o aplicativo trava e fecha",Progresso,Crítica,Negativa,Comportamental,Eficácia,
"Já enviei diversas vezes feedback do erro, mas ainda permanece",,Crítica,Negativa,Reflexiva,,Suporte
"Não sei o que é apresentado na aba ""progresso""",Progresso,Crítica,Neutra,Reflexiva,Aprendizado,
Sensacional!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Não funciona,,Crítica,Neutra,Visceral,Eficácia,
Ótimo controlador de calorias!,Contagem de calorias ,Elogio,Positiva,Reflexiva,Utilidade,
Aplicativo completo para praticantes da dieta flexível,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Excelente app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Não assinem, é uma cilada , assinei um ano e eles estão descontando do meu cartão uma renovação que não pedi, é não tem jeito de você receber o dinheiro de volta, eles não te respondem, não autorizei nada",Assinar premium ,Crítica,Negativa,Reflexiva,Eficácia,Frustração; Suporte
Horrível,,Crítica,Negativa,Visceral,,Frustração
"O app muito bom pra vc monitorar de perto as kal,carb,gord,dos alimentos que vc come,mas eu tive uma dificuldade na hora de me cadastrar pois tenho 15 anos e o app não aceita,então eu acho que vcs devem abrir um espaço pra nois adolecentes que frequentam a academia e que monitorar sua alimentação",Contagem de nutrientes/calorias,Elogio; Sugestão,Neutra,Reflexiva,Utilidade; Satisfação,Satisfação
"Não consigo entrar depois de colocar data de nascimento da erro e aparece a mensagem ""Desculpe, mais não foi possível processar seu registro neste momento"" e já venho a um bom tempo tentando",Cadastrar,Crítica,Neutra,Comportamental,Eficácia,
"Gosto do aplicativo e acho bem completo, porém os Lembretes dos horários das refeições deixam muito a desejar, um toque acompanhado de vibração no horário marcado das refeições seria mais adequado",Lembretes,Elogio; Crítica; Sugestão,Neutra,Reflexiva,Utilidade,
Não consigo acompanhar mais meu peso,Progresso,Crítica,Neutra,Reflexiva,Eficácia,
A tela trava,,Crítica,Neutra,Reflexiva,Eficácia,
o App é bom,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
"Muito bom e útil, melhor q eu esperava, fantástico, parabéns equipe",,Elogio,Positiva,Reflexiva,Satisfação; Utilidade,Satisfação
Muito bom perfeito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Pft,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Adoro o aplicativo, mas toda vez que insiro o peso ele tem travado",Inserir peso,Elogio; Crítica,Neutra,Reflexiva,Eficácia; Satisfação,Satisfação
"Muito bom, pena q algumas opções são apenas para assinantes",,Elogio; Crítica,Neutra,Reflexiva,Utilidade; Satisfação,Satisfação
Achei otimo! Funciona realmente,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Amo o APP uso todos os dias,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Mto legal,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Tô gostando,está me ajudando muito ótimo app",,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
N permite colocar minha data de nascimento,Inserir data de nascimento,Crítica,Neutra,Reflexiva,Eficácia,
Não usei quase o aplicativo muito complexo e ainda por cima não consigo cancelar os pagamentos,Cancelar pagamento,Crítica,Negativa,Reflexiva,Aprendizado,
É útil? É útil,,Elogio,Positiva,Reflexiva,Utilidade,
"Ajuda a manter o foco na alimentação, ajuda a bater os macros e tals",,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Acho que deve ter melhores funções na versão paga,,Sugestão,Neutra,Reflexiva,Utilidade,
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Aprovado,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Otimo aplicativo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Sugiro que deixem a interface mais amigável,,Crítica,Neutra,Reflexiva,,Estética
App muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Tá me ajudando muito na minha dieta,,Elogio,Positiva,Visceral,,Motivação
gostei muito,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Falta colocar uma estimativa de perda calórica para exercícios de fortalecimento ou musculação,Contagem de calroias gastas,Sugestão,Neutra,Reflexiva,Utilidade,
Muito legal,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"O aplicativo my fitness é interessante para pessoas que juram que comem pouco e não conseguem emagrecer, com ele é possível verificar a quantidade de calorias consumidas e queimadas, de forma a estabelecer metas e manter o equilíbrio entre consumos e gastos",Contagem de calorias,Ajuda,Positiva,Reflexiva,Satisfação,Satisfação; Motivação
Mês passado baxei este app e tem me ajudado muito a manter minha dieta e calorias na medida certa,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação; Motivação
Já perdi 3kg em um mês e estou satisfeita com o APP,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Super recomendo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito top, uso todos os dias, parabéns!",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"MT completo, o melhor da categoria",,Elogio,Positiva,Reflexiva,Satisfação; Utilidade,Satisfação
Mto bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom tem me ajudado muito a ganhar peso , sim ganhar pois me ajudou a aumentar minha meta calórica diária e concluílas",,Elogio,Positiva,Reflexiva,Satisfação,Satisfação; Motivação
Aplicativo que te permite ser mais consciente quanto a sua alimentação recomendo muito,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom , tudo que um Ectomorfo , magro de ruim igual eu precisava hahaha",,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Estar me ajudando muito a controlar minha alimentação,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação; Motivação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Está me ajudando muito,,Elogio,Positiva,Reflexiva,,Motivação
otimo App 100%de aprovação!,,Elogio,Positiva,Reflexiva,,Afeto
"Um ótimo app, tenho tido bons resultados!",,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Mt bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Parece ser um aplicativo excelente,mais quando chega a hora de colocar a minha data de nascimento o aplicativo da erro i volta tudo ao início i não passa mais para a outra parte,i não importa o tanto de vezes que eu tente ele sempre da erro",Inserir data de nascimento,Crítica,Negativa,Comportamental,Eficácia,
Toop !! tem ate leitor de codigos de barra,Ler código de barras,Elogio,Positiva,Reflexiva,Satisfação; Utilidade,Satisfação
Excelente para iniciantes no mundo fitness,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
To gostando,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Top,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Eu estou usando apenas duas semana, eu estou gostando muito",,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Não dá para se registrar,Cadatrar,Crítica,Neutra,Reflexiva,Eficácia,
toda vez que vai atualizar o peso ele trava e fecha sozinho,Atualizar peso,Crítica,Negativa,Reflexiva,Eficácia,
Gostei :D,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Gostei muitoo,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Ótimo! Está me ajudando muito a perder peso,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação; Motivação
Ele vai ensinando sobre os alimentos e acontece uma reeducação alimentar,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação; Motivação
Recomendo!,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Muito bom tem me ajudado muito,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Até o momento está me atendendo bem,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Mas poderia ter um tutorial pra usar algumas funções,Tutorial,Sugestão,Neutra,Reflexiva,Utilidade,
Poderia ter como importar arquivos excel com alimentos,Importar alimentos,Sugestão,Neutra,Reflexiva,Utilidade,
"TOP!!! Está me ajudando MUITO com a dieta!!! Prático, rápido e eficiente!!! Poderiam melhorar um pouco a interface, mas é só um detalhe, funciona muito bem!!!!",,Elogio; Sugestão,Positiva,Reflexiva,Satisfação,Satisfação; Motivação; Estética
Ele é ótimo pra acompanhar meu controle de peso,Controle de peso,Elogio,Positiva,Reflexiva,Satisfação; Utilidade,Satisfação
Perfeito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Melhor Apple sempre me ajuda,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Eu queria usar muito o app mas não consigo me registrar acontece um erro sempre que tento,Cadastrar,Crítica,Negativa,Reflexiva,Eficácia,Frustração
"Gostei , vim pelo Victor Lelis",,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Não abre,,Crítica,Neutra,Reflexiva,Eficácia,
É ótimo mas infelizmente no meu cel buga quando vou ver os gráficos no progresso,Progresso,Crítica; Elogio,Neutra,Comportamental,Eficácia,
Mesmo assim continuo usando todo resto,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Top,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Perfectibilidade,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Era simplesmente o melhor, mais de uns tempos pra cá não mostra a evolução ele trava e fecha o aplicativo sozinho",Progresso,Crítica,Negativa,Reflexiva,Eficácia,Frustração
Quando clica em progresso o app trava e somente fechando para que ele volte a funcionar,Progresso,Crítica,Neutra,Comportamental,Eficácia,
Solucionem isso e com certeza o app vira nota 5 por que no resto ele é espetacular,,Crítica/Elogio,Neutra,Reflexiva,Satisfação,Satisfação
Top,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito prático e fácil,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Não está funcionando,,Crítica,Neutra,Reflexiva,Eficácia,
Não consigo mais logar pelo facebook e nem registrar nova conta por email,Login/Cadastrar,Crítica,Negativa,Reflexiva,Eficácia,
Um dos melhores do segmento,,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Tantas atualizações e continua travando para atualizar o peso,Atualizar peso,Crítica,Negativa,Reflexiva,Eficácia,
Ta ficando difícil continuar usando esse aplicativo,,Crítica,Negativa,Reflexiva,Aprendizado,Frustração
"De um tempo pra cá não dá pra acompanhar o progresso, o app trava e fecha sozinho",Progresso,Crítica,Negativa,Reflexiva,Eficácia,
